Binance|SNM|BTC|2.50_stepping_down
Binance|SNM|BTC|5.00_stepping_down
Binance|ARN|ETH|2.50_flicking_down
Binance|ARN|ETH|5.00_nino_nino_1
Binance|ARN|ETH|10.0_nino_nino_1
Binance|ARN|ETH|5.00_old_above_new
Binance|ARN|ETH|2.50_average_comp2
Binance|ARN|ETH|2.50_average_comp2
Binance|ARN|ETH|2.50_stepping_down
Binance|ARN|ETH|5.00_stepping_down
Binance|ARN|BTC|2.50_flicking_down
Binance|ARN|BTC|5.00_nino_nino_1
Binance|ARN|BTC|10.0_nino_nino_1
Binance|ARN|BTC|5.00_old_above_new
Binance|ARN|BTC|2.50_average_comp2
Binance|ARN|BTC|2.50_average_comp2
Binance|ARN|BTC|2.50_stepping_down
Binance|ARN|BTC|5.00_stepping_down
Binance|ZEC|ETH|2.50_stepping_down
Binance|ZEC|BTC|2.50_average_comp2
Binance|ZEC|BTC|2.50_average_comp2
Binance|ZEC|BTC|2.50_stepping_down
Binance|ZEC|BTC|5.00_stepping_down
Binance|FUEL|BTC|2.50_rolling_average2
Binance|FUEL|ETH|2.50_new_above_old
Binance|FUEL|ETH|2.50_rolling_average2
Binance|FUEL|ETH|2.50_flicking_up
Binance|MTL|ETH|2.50_flicking_down
Binance|MTL|ETH|5.00_nino_nino_1
Binance|MTL|ETH|5.00_old_above_new
Binance|MTL|ETH|2.50_average_comp2
Binance|MTL|ETH|2.50_average_comp2
Binance|MTL|ETH|2.50_stepping_down
Binance|MTL|ETH|5.00_stepping_down
Binance|MTL|BTC|2.50_flicking_down
Binance|MTL|BTC|5.00_nino_nino_1
Binance|MTL|BTC|5.00_old_above_new
Binance|MTL|BTC|2.50_average_comp2
Binance|MTL|BTC|2.50_average_comp2
Binance|MTL|BTC|2.50_stepping_down
Binance|MTL|BTC|5.00_stepping_down
Binance|GVT|ETH|5.00_nino_nino_1
Binance|GVT|ETH|2.50_stepping_down
Binance|GVT|BTC|5.00_nino_nino_1
